,order_id,customer_id,payment,order_date,delivery_date,customer_name,gender,age,home_address,zip_code,city,state,country,sales_id,product_id,price_per_unit,quantity_x,total_price,product_type,product_name,size,colour,price,quantity_y,description,differance,year_order,month_order,day_order,name_day_order,year_delivery,month_delivery,day_delivery,name_day_delivery,differance_num
284,65,388,22051,2021-06-26,2021-07-22,Dame Popov,Genderfluid,38,46 Spencer MeadowSuite 241,2940,New Mayaburgh,Northern Territory,Australia,284,1184,99,3,297,Trousers,High-Waisted,XL,indigo,98,57,"A indigo coloured, XL sized, High-Waisted Trousers",26 days,2021,6,26,Saturday,2021,7,22,Thursday,26
285,65,388,22051,2021-06-26,2021-07-22,Dame Popov,Genderfluid,38,46 Spencer MeadowSuite 241,2940,New Mayaburgh,Northern Territory,Australia,285,744,109,3,327,Jacket,Peacoat,XL,orange,102,69,"A orange coloured, XL sized, Peacoat Jacket",26 days,2021,6,26,Saturday,2021,7,22,Thursday,26
286,66,631,42774,2021-08-14,2021-08-22,Wanids Cudby,Female,49,80 Chelsea KnollApt. 014,7749,Davidfurt,Northern Territory,Australia,286,947,97,3,291,Trousers,Slim-Fit,M,red,119,67,"A red coloured, M sized, Slim-Fit Trousers",8 days,2021,8,14,Saturday,2021,8,22,Sunday,8
287,66,631,42774,2021-08-14,2021-08-22,Wanids Cudby,Female,49,80 Chelsea KnollApt. 014,7749,Davidfurt,Northern Territory,Australia,287,847,113,1,113,Trousers,Chinos,M,orange,100,73,"A orange coloured, M sized, Chinos Trousers",8 days,2021,8,14,Saturday,2021,8,22,Sunday,8
288,66,631,42774,2021-08-14,2021-08-22,Wanids Cudby,Female,49,80 Chelsea KnollApt. 014,7749,Davidfurt,Northern Territory,Australia,288,810,117,3,351,Jacket,Shearling,XS,orange,95,54,"A orange coloured, XS sized, Shearling Jacket",8 days,2021,8,14,Saturday,2021,8,22,Sunday,8
289,66,631,42774,2021-08-14,2021-08-22,Wanids Cudby,Female,49,80 Chelsea KnollApt. 014,7749,Davidfurt,Northern Territory,Australia,289,465,118,2,236,Jacket,Puffer,XS,yellow,110,55,"A yellow coloured, XS sized, Puffer Jacket",8 days,2021,8,14,Saturday,2021,8,22,Sunday,8
290,66,631,42774,2021-08-14,2021-08-22,Wanids Cudby,Female,49,80 Chelsea KnollApt. 014,7749,Davidfurt,Northern Territory,Australia,290,125,92,2,184,Shirt,Denim,XS,blue,115,76,"A blue coloured, XS sized, Denim Shirt",8 days,2021,8,14,Saturday,2021,8,22,Sunday,8
291,66,631,42774,2021-08-14,2021-08-22,Wanids Cudby,Female,49,80 Chelsea KnollApt. 014,7749,Davidfurt,Northern Territory,Australia,291,728,119,1,119,Jacket,Trench Coat,L,indigo,112,71,"A indigo coloured, L sized, Trench Coat Jacket",8 days,2021,8,14,Saturday,2021,8,22,Sunday,8
292,66,631,42774,2021-08-14,2021-08-22,Wanids Cudby,Female,49,80 Chelsea KnollApt. 014,7749,Davidfurt,Northern Territory,Australia,292,901,94,2,188,Trousers,Cords,S,indigo,113,60,"A indigo coloured, S sized, Cords Trousers",8 days,2021,8,14,Saturday,2021,8,22,Sunday,8
293,66,631,42774,2021-08-14,2021-08-22,Wanids Cudby,Female,49,80 Chelsea KnollApt. 014,7749,Davidfurt,Northern Territory,Australia,293,672,113,2,226,Jacket,Parka,M,orange,119,51,"A orange coloured, M sized, Parka Jacket",8 days,2021,8,14,Saturday,2021,8,22,Sunday,8
294,66,631,42774,2021-08-14,2021-08-22,Wanids Cudby,Female,49,80 Chelsea KnollApt. 014,7749,Davidfurt,Northern Territory,Australia,294,163,91,3,273,Shirt,Linen,L,blue,116,70,"A blue coloured, L sized, Linen Shirt",8 days,2021,8,14,Saturday,2021,8,22,Sunday,8
295,66,631,42774,2021-08-14,2021-08-22,Wanids Cudby,Female,49,80 Chelsea KnollApt. 014,7749,Davidfurt,Northern Territory,Australia,295,942,96,1,96,Trousers,Drawstring,M,violet,104,73,"A violet coloured, M sized, Drawstring Trousers",8 days,2021,8,14,Saturday,2021,8,22,Sunday,8
296,67,504,52694,2021-05-22,2021-06-17,Marilyn Rontree,Genderqueer,56,9100 Kovacek GroveSuite 577,2384,Emilymouth,Northern Territory,Australia,296,1038,90,2,180,Trousers,Relaxed Leg,L,blue,95,61,"A blue coloured, L sized, Relaxed Leg Trousers",26 days,2021,5,22,Saturday,2021,6,17,Thursday,26
297,67,504,52694,2021-05-22,2021-06-17,Marilyn Rontree,Genderqueer,56,9100 Kovacek GroveSuite 577,2384,Emilymouth,Northern Territory,Australia,297,798,91,2,182,Jacket,Pullover,L,indigo,114,50,"A indigo coloured, L sized, Pullover Jacket",26 days,2021,5,22,Saturday,2021,6,17,Thursday,26
298,67,504,52694,2021-05-22,2021-06-17,Marilyn Rontree,Genderqueer,56,9100 Kovacek GroveSuite 577,2384,Emilymouth,Northern Territory,Australia,298,453,107,2,214,Jacket,Denim,L,violet,92,50,"A violet coloured, L sized, Denim Jacket",26 days,2021,5,22,Saturday,2021,6,17,Thursday,26
299,68,180,20552,2021-02-12,2021-02-18,Nelli Engall,Genderfluid,21,58 Jett RoadApt. 448,932,Chasemouth,Western Australia,Australia,299,64,104,1,104,Shirt,Dress,XL,indigo,119,75,"A indigo coloured, XL sized, Dress Shirt",6 days,2021,2,12,Friday,2021,2,18,Thursday,6
300,68,180,20552,2021-02-12,2021-02-18,Nelli Engall,Genderfluid,21,58 Jett RoadApt. 448,932,Chasemouth,Western Australia,Australia,300,436,107,2,214,Jacket,Denim,S,green,92,49,"A green coloured, S sized, Denim Jacket",6 days,2021,2,12,Friday,2021,2,18,Thursday,6
301,68,180,20552,2021-02-12,2021-02-18,Nelli Engall,Genderfluid,21,58 Jett RoadApt. 448,932,Chasemouth,Western Australia,Australia,301,1029,90,1,90,Trousers,Relaxed Leg,XL,yellow,95,54,"A yellow coloured, XL sized, Relaxed Leg Trousers",6 days,2021,2,12,Friday,2021,2,18,Thursday,6
302,68,180,20552,2021-02-12,2021-02-18,Nelli Engall,Genderfluid,21,58 Jett RoadApt. 448,932,Chasemouth,Western Australia,Australia,302,78,118,1,118,Shirt,Flannel,L,orange,96,59,"A orange coloured, L sized, Flannel Shirt",6 days,2021,2,12,Friday,2021,2,18,Thursday,6
303,69,96,40619,2021-03-08,2021-03-28,Garvy Davioud,Genderfluid,41,461 Nader LaneApt. 460,2012,Hudsontown,New South Wales,Australia,303,103,118,1,118,Shirt,Flannel,L,violet,96,76,"A violet coloured, L sized, Flannel Shirt",20 days,2021,3,8,Monday,2021,3,28,Sunday,20
304,69,96,40619,2021-03-08,2021-03-28,Garvy Davioud,Genderfluid,41,461 Nader LaneApt. 460,2012,Hudsontown,New South Wales,Australia,304,175,98,3,294,Shirt,Camp Collared,XS,red,112,77,"A red coloured, XS sized, Camp Collared Shirt",20 days,2021,3,8,Monday,2021,3,28,Sunday,20
305,69,96,40619,2021-03-08,2021-03-28,Garvy Davioud,Genderfluid,41,461 Nader LaneApt. 460,2012,Hudsontown,New South Wales,Australia,305,1059,93,1,93,Trousers,Joggers,XL,orange,94,44,"A orange coloured, XL sized, Joggers Trousers",20 days,2021,3,8,Monday,2021,3,28,Sunday,20
306,69,96,40619,2021-03-08,2021-03-28,Garvy Davioud,Genderfluid,41,461 Nader LaneApt. 460,2012,Hudsontown,New South Wales,Australia,306,1210,105,2,210,Trousers,Pleated,XS,blue,90,62,"A blue coloured, XS sized, Pleated Trousers",20 days,2021,3,8,Monday,2021,3,28,Sunday,20
307,69,96,40619,2021-03-08,2021-03-28,Garvy Davioud,Genderfluid,41,461 Nader LaneApt. 460,2012,Hudsontown,New South Wales,Australia,307,817,117,2,234,Jacket,Shearling,M,yellow,95,60,"A yellow coloured, M sized, Shearling Jacket",20 days,2021,3,8,Monday,2021,3,28,Sunday,20
308,69,96,40619,2021-03-08,2021-03-28,Garvy Davioud,Genderfluid,41,461 Nader LaneApt. 460,2012,Hudsontown,New South Wales,Australia,308,616,112,3,336,Jacket,Cardigan,S,blue,118,53,"A blue coloured, S sized, Cardigan Jacket",20 days,2021,3,8,Monday,2021,3,28,Sunday,20
309,70,802,11279,2021-05-15,2021-05-26,Amaleta Beange,Female,72,26 Martin RoadSuite 393,749,Imogenmouth,Northern Territory,Australia,309,593,100,1,100,Jacket,Bomber,L,violet,90,68,"A violet coloured, L sized, Bomber Jacket",11 days,2021,5,15,Saturday,2021,5,26,Wednesday,11
310,71,795,20283,2021-02-14,2021-02-16,Berri O' Clovan,Agender,49,487 Summer MewsApt. 874,1712,East Hayden,Australian Capital Territory,Australia,310,1100,115,1,115,Trousers,Cropped,XS,green,99,48,"A green coloured, XS sized, Cropped Trousers",2 days,2021,2,14,Sunday,2021,2,16,Tuesday,2
311,71,795,20283,2021-02-14,2021-02-16,Berri O' Clovan,Agender,49,487 Summer MewsApt. 874,1712,East Hayden,Australian Capital Territory,Australia,311,230,106,2,212,Shirt,Chambray,XS,blue,105,76,"A blue coloured, XS sized, Chambray Shirt",2 days,2021,2,14,Sunday,2021,2,16,Tuesday,2
312,72,610,40072,2021-03-13,2021-03-16,Sadye Pes,Agender,31,0986 Mccullough MewsSuite 467,320,New Jayden,Tasmania,Australia,312,1028,90,2,180,Trousers,Relaxed Leg,L,yellow,95,65,"A yellow coloured, L sized, Relaxed Leg Trousers",3 days,2021,3,13,Saturday,2021,3,16,Tuesday,3
313,72,610,40072,2021-03-13,2021-03-16,Sadye Pes,Agender,31,0986 Mccullough MewsSuite 467,320,New Jayden,Tasmania,Australia,313,548,98,2,196,Jacket,Leather,L,blue,113,62,"A blue coloured, L sized, Leather Jacket",3 days,2021,3,13,Saturday,2021,3,16,Tuesday,3
314,72,610,40072,2021-03-13,2021-03-16,Sadye Pes,Agender,31,0986 Mccullough MewsSuite 467,320,New Jayden,Tasmania,Australia,314,71,118,2,236,Shirt,Flannel,S,red,96,59,"A red coloured, S sized, Flannel Shirt",3 days,2021,3,13,Saturday,2021,3,16,Tuesday,3
315,72,610,40072,2021-03-13,2021-03-16,Sadye Pes,Agender,31,0986 Mccullough MewsSuite 467,320,New Jayden,Tasmania,Australia,315,596,112,2,224,Jacket,Cardigan,S,red,118,47,"A red coloured, S sized, Cardigan Jacket",3 days,2021,3,13,Saturday,2021,3,16,Tuesday,3
316,73,965,16715,2021-07-24,2021-08-19,Terri Lunny,Bigender,75,4627 Paige KnollApt. 635,5542,New Callumtown,Western Australia,Australia,316,467,118,3,354,Jacket,Puffer,M,yellow,110,44,"A yellow coloured, M sized, Puffer Jacket",26 days,2021,7,24,Saturday,2021,8,19,Thursday,26
317,73,965,16715,2021-07-24,2021-08-19,Terri Lunny,Bigender,75,4627 Paige KnollApt. 635,5542,New Callumtown,Western Australia,Australia,317,1135,102,1,102,Trousers,Cargo Pants,XS,green,106,63,"A green coloured, XS sized, Cargo Pants Trousers",26 days,2021,7,24,Saturday,2021,8,19,Thursday,26
318,73,965,16715,2021-07-24,2021-08-19,Terri Lunny,Bigender,75,4627 Paige KnollApt. 635,5542,New Callumtown,Western Australia,Australia,318,1014,106,1,106,Trousers,Wool,XL,violet,111,40,"A violet coloured, XL sized, Wool Trousers",26 days,2021,7,24,Saturday,2021,8,19,Thursday,26
319,73,965,16715,2021-07-24,2021-08-19,Terri Lunny,Bigender,75,4627 Paige KnollApt. 635,5542,New Callumtown,Western Australia,Australia,319,1188,99,3,297,Trousers,High-Waisted,L,violet,98,68,"A violet coloured, L sized, High-Waisted Trousers",26 days,2021,7,24,Saturday,2021,8,19,Thursday,26
320,73,965,16715,2021-07-24,2021-08-19,Terri Lunny,Bigender,75,4627 Paige KnollApt. 635,5542,New Callumtown,Western Australia,Australia,320,70,118,2,236,Shirt,Flannel,XS,red,96,42,"A red coloured, XS sized, Flannel Shirt",26 days,2021,7,24,Saturday,2021,8,19,Thursday,26
321,74,391,39655,2021-02-23,2021-02-27,Reed Churchlow,Male,75,4592 Isabella BoulevardApt. 793,7524,North Sophieland,Australian Capital Territory,Australia,321,507,102,2,204,Jacket,Windbreaker,M,green,109,63,"A green coloured, M sized, Windbreaker Jacket",4 days,2021,2,23,Tuesday,2021,2,27,Saturday,4
322,74,391,39655,2021-02-23,2021-02-27,Reed Churchlow,Male,75,4592 Isabella BoulevardApt. 793,7524,North Sophieland,Australian Capital Territory,Australia,322,311,105,2,210,Shirt,Cuban Collar,S,violet,93,43,"A violet coloured, S sized, Cuban Collar Shirt",4 days,2021,2,23,Tuesday,2021,2,27,Saturday,4
323,74,391,39655,2021-02-23,2021-02-27,Reed Churchlow,Male,75,4592 Isabella BoulevardApt. 793,7524,North Sophieland,Australian Capital Territory,Australia,323,85,118,2,236,Shirt,Flannel,XS,green,96,55,"A green coloured, XS sized, Flannel Shirt",4 days,2021,2,23,Tuesday,2021,2,27,Saturday,4
324,75,68,16667,2021-08-24,2021-09-15,Willa Gaisford,Female,23,373 Little JunctionApt. 299,6751,West Justin,Western Australia,Australia,324,571,100,2,200,Jacket,Bomber,S,yellow,90,64,"A yellow coloured, S sized, Bomber Jacket",22 days,2021,8,24,Tuesday,2021,9,15,Wednesday,22
325,75,68,16667,2021-08-24,2021-09-15,Willa Gaisford,Female,23,373 Little JunctionApt. 299,6751,West Justin,Western Australia,Australia,325,395,119,3,357,Shirt,Casual Slim Fit,XS,yellow,113,63,"A yellow coloured, XS sized, Casual Slim Fit Shirt",22 days,2021,8,24,Tuesday,2021,9,15,Wednesday,22
326,75,68,16667,2021-08-24,2021-09-15,Willa Gaisford,Female,23,373 Little JunctionApt. 299,6751,West Justin,Western Australia,Australia,326,604,112,3,336,Jacket,Cardigan,XL,orange,118,75,"A orange coloured, XL sized, Cardigan Jacket",22 days,2021,8,24,Tuesday,2021,9,15,Wednesday,22
327,76,470,22762,2021-06-18,2021-06-26,Trudey Betteridge,Genderfluid,45,2115 Henry GroveSuite 788,3138,Edwardtown,Western Australia,Australia,327,452,107,1,107,Jacket,Denim,M,violet,92,43,"A violet coloured, M sized, Denim Jacket",8 days,2021,6,18,Friday,2021,6,26,Saturday,8
328,76,470,22762,2021-06-18,2021-06-26,Trudey Betteridge,Genderfluid,45,2115 Henry GroveSuite 788,3138,Edwardtown,Western Australia,Australia,328,1083,93,2,186,Trousers,Joggers,L,violet,94,60,"A violet coloured, L sized, Joggers Trousers",8 days,2021,6,18,Friday,2021,6,26,Saturday,8
329,76,470,22762,2021-06-18,2021-06-26,Trudey Betteridge,Genderfluid,45,2115 Henry GroveSuite 788,3138,Edwardtown,Western Australia,Australia,329,214,106,1,106,Shirt,Chambray,XL,red,105,42,"A red coloured, XL sized, Chambray Shirt",8 days,2021,6,18,Friday,2021,6,26,Saturday,8
330,76,470,22762,2021-06-18,2021-06-26,Trudey Betteridge,Genderfluid,45,2115 Henry GroveSuite 788,3138,Edwardtown,Western Australia,Australia,330,1158,99,1,99,Trousers,High-Waisted,L,red,98,52,"A red coloured, L sized, High-Waisted Trousers",8 days,2021,6,18,Friday,2021,6,26,Saturday,8
331,76,470,22762,2021-06-18,2021-06-26,Trudey Betteridge,Genderfluid,45,2115 Henry GroveSuite 788,3138,Edwardtown,Western Australia,Australia,331,1132,102,1,102,Trousers,Cargo Pants,M,yellow,106,72,"A yellow coloured, M sized, Cargo Pants Trousers",8 days,2021,6,18,Friday,2021,6,26,Saturday,8
332,76,470,22762,2021-06-18,2021-06-26,Trudey Betteridge,Genderfluid,45,2115 Henry GroveSuite 788,3138,Edwardtown,Western Australia,Australia,332,1067,93,3,279,Trousers,Joggers,M,green,94,54,"A green coloured, M sized, Joggers Trousers",8 days,2021,6,18,Friday,2021,6,26,Saturday,8
333,76,470,22762,2021-06-18,2021-06-26,Trudey Betteridge,Genderfluid,45,2115 Henry GroveSuite 788,3138,Edwardtown,Western Australia,Australia,333,842,113,2,226,Trousers,Chinos,M,red,100,54,"A red coloured, M sized, Chinos Trousers",8 days,2021,6,18,Friday,2021,6,26,Saturday,8
334,77,680,56675,2021-04-19,2021-04-29,Camellia Heatherington,Bigender,78,5530 Ashton GroveSuite 128,7905,Taylorfurt,New South Wales,Australia,334,81,118,3,354,Shirt,Flannel,S,yellow,96,42,"A yellow coloured, S sized, Flannel Shirt",10 days,2021,4,19,Monday,2021,4,29,Thursday,10
335,77,680,56675,2021-04-19,2021-04-29,Camellia Heatherington,Bigender,78,5530 Ashton GroveSuite 128,7905,Taylorfurt,New South Wales,Australia,335,672,113,1,113,Jacket,Parka,M,orange,119,51,"A orange coloured, M sized, Parka Jacket",10 days,2021,4,19,Monday,2021,4,29,Thursday,10
336,77,680,56675,2021-04-19,2021-04-29,Camellia Heatherington,Bigender,78,5530 Ashton GroveSuite 128,7905,Taylorfurt,New South Wales,Australia,336,390,119,3,357,Shirt,Casual Slim Fit,XS,orange,113,43,"A orange coloured, XS sized, Casual Slim Fit Shirt",10 days,2021,4,19,Monday,2021,4,29,Thursday,10
337,77,680,56675,2021-04-19,2021-04-29,Camellia Heatherington,Bigender,78,5530 Ashton GroveSuite 128,7905,Taylorfurt,New South Wales,Australia,337,614,112,1,112,Jacket,Cardigan,XL,green,118,64,"A green coloured, XL sized, Cardigan Jacket",10 days,2021,4,19,Monday,2021,4,29,Thursday,10
338,77,680,56675,2021-04-19,2021-04-29,Camellia Heatherington,Bigender,78,5530 Ashton GroveSuite 128,7905,Taylorfurt,New South Wales,Australia,338,535,98,3,294,Jacket,Leather,XS,yellow,113,73,"A yellow coloured, XS sized, Leather Jacket",10 days,2021,4,19,Monday,2021,4,29,Thursday,10
339,77,680,56675,2021-04-19,2021-04-29,Camellia Heatherington,Bigender,78,5530 Ashton GroveSuite 128,7905,Taylorfurt,New South Wales,Australia,339,1165,99,2,198,Trousers,High-Waisted,XS,yellow,98,64,"A yellow coloured, XS sized, High-Waisted Trousers",10 days,2021,4,19,Monday,2021,4,29,Thursday,10
340,77,680,56675,2021-04-19,2021-04-29,Camellia Heatherington,Bigender,78,5530 Ashton GroveSuite 128,7905,Taylorfurt,New South Wales,Australia,340,364,94,1,94,Shirt,Henley,XL,yellow,92,55,"A yellow coloured, XL sized, Henley Shirt",10 days,2021,4,19,Monday,2021,4,29,Thursday,10
341,77,680,56675,2021-04-19,2021-04-29,Camellia Heatherington,Bigender,78,5530 Ashton GroveSuite 128,7905,Taylorfurt,New South Wales,Australia,341,1221,105,1,105,Trousers,Pleated,S,violet,90,50,"A violet coloured, S sized, Pleated Trousers",10 days,2021,4,19,Monday,2021,4,29,Thursday,10
342,77,680,56675,2021-04-19,2021-04-29,Camellia Heatherington,Bigender,78,5530 Ashton GroveSuite 128,7905,Taylorfurt,New South Wales,Australia,342,878,94,3,282,Trousers,Cords,L,red,113,53,"A red coloured, L sized, Cords Trousers",10 days,2021,4,19,Monday,2021,4,29,Thursday,10
343,77,680,56675,2021-04-19,2021-04-29,Camellia Heatherington,Bigender,78,5530 Ashton GroveSuite 128,7905,Taylorfurt,New South Wales,Australia,343,782,91,3,273,Jacket,Pullover,M,yellow,114,49,"A yellow coloured, M sized, Pullover Jacket",10 days,2021,4,19,Monday,2021,4,29,Thursday,10
344,77,680,56675,2021-04-19,2021-04-29,Camellia Heatherington,Bigender,78,5530 Ashton GroveSuite 128,7905,Taylorfurt,New South Wales,Australia,344,819,117,3,351,Jacket,Shearling,XL,yellow,95,63,"A yellow coloured, XL sized, Shearling Jacket",10 days,2021,4,19,Monday,2021,4,29,Thursday,10
345,77,680,56675,2021-04-19,2021-04-29,Camellia Heatherington,Bigender,78,5530 Ashton GroveSuite 128,7905,Taylorfurt,New South Wales,Australia,345,577,100,2,200,Jacket,Bomber,M,green,90,61,"A green coloured, M sized, Bomber Jacket",10 days,2021,4,19,Monday,2021,4,29,Thursday,10
346,78,681,58179,2021-05-13,2021-05-29,Shermy Mulbry,Polygender,79,096 Gibson ManorApt. 195,1323,West Alyssaton,Victoria,Australia,346,733,119,3,357,Jacket,Trench Coat,L,violet,112,76,"A violet coloured, L sized, Trench Coat Jacket",16 days,2021,5,13,Thursday,2021,5,29,Saturday,16
347,78,681,58179,2021-05-13,2021-05-29,Shermy Mulbry,Polygender,79,096 Gibson ManorApt. 195,1323,West Alyssaton,Victoria,Australia,347,1086,115,2,230,Trousers,Cropped,S,red,99,47,"A red coloured, S sized, Cropped Trousers",16 days,2021,5,13,Thursday,2021,5,29,Saturday,16
348,78,681,58179,2021-05-13,2021-05-29,Shermy Mulbry,Polygender,79,096 Gibson ManorApt. 195,1323,West Alyssaton,Victoria,Australia,348,1001,106,2,212,Trousers,Wool,S,blue,111,55,"A blue coloured, S sized, Wool Trousers",16 days,2021,5,13,Thursday,2021,5,29,Saturday,16
349,79,236,54340,2021-03-16,2021-03-25,Anders Couvert,Non-binary,80,64 Phillips RunApt. 722,2752,East Sienna,New South Wales,Australia,349,481,118,2,236,Jacket,Puffer,S,indigo,110,62,"A indigo coloured, S sized, Puffer Jacket",9 days,2021,3,16,Tuesday,2021,3,25,Thursday,9
350,79,236,54340,2021-03-16,2021-03-25,Anders Couvert,Non-binary,80,64 Phillips RunApt. 722,2752,East Sienna,New South Wales,Australia,350,499,102,1,102,Jacket,Windbreaker,XL,orange,109,67,"A orange coloured, XL sized, Windbreaker Jacket",9 days,2021,3,16,Tuesday,2021,3,25,Thursday,9
351,79,236,54340,2021-03-16,2021-03-25,Anders Couvert,Non-binary,80,64 Phillips RunApt. 722,2752,East Sienna,New South Wales,Australia,351,1244,112,3,336,Trousers,Tracksuit Bottoms,XL,green,91,49,"A green coloured, XL sized, Tracksuit Bottoms Trousers",9 days,2021,3,16,Tuesday,2021,3,25,Thursday,9
352,79,236,54340,2021-03-16,2021-03-25,Anders Couvert,Non-binary,80,64 Phillips RunApt. 722,2752,East Sienna,New South Wales,Australia,352,947,97,1,97,Trousers,Slim-Fit,M,red,119,67,"A red coloured, M sized, Slim-Fit Trousers",9 days,2021,3,16,Tuesday,2021,3,25,Thursday,9
353,80,872,59554,2021-04-26,2021-05-20,Brendis Blackboro,Non-binary,74,17 Beatty Station StApt. 918,7892,West Lukeshire,New South Wales,Australia,353,21,96,2,192,Shirt,Oxford Cloth,S,blue,114,51,"A blue coloured, S sized, Oxford Cloth Shirt",24 days,2021,4,26,Monday,2021,5,20,Thursday,24
354,80,872,59554,2021-04-26,2021-05-20,Brendis Blackboro,Non-binary,74,17 Beatty Station StApt. 918,7892,West Lukeshire,New South Wales,Australia,354,978,97,2,194,Trousers,Slim-Fit,L,violet,119,58,"A violet coloured, L sized, Slim-Fit Trousers",24 days,2021,4,26,Monday,2021,5,20,Thursday,24
355,81,736,30150,2021-06-13,2021-06-15,Delia Mably,Female,55,18 Eve LaneApt. 011,2962,Doylebury,Victoria,Australia,355,55,104,3,312,Shirt,Dress,XS,blue,119,41,"A blue coloured, XS sized, Dress Shirt",2 days,2021,6,13,Sunday,2021,6,15,Tuesday,2
356,81,736,30150,2021-06-13,2021-06-15,Delia Mably,Female,55,18 Eve LaneApt. 011,2962,Doylebury,Victoria,Australia,356,987,106,2,212,Trousers,Wool,M,orange,111,75,"A orange coloured, M sized, Wool Trousers",2 days,2021,6,13,Sunday,2021,6,15,Tuesday,2
357,81,736,30150,2021-06-13,2021-06-15,Delia Mably,Female,55,18 Eve LaneApt. 011,2962,Doylebury,Victoria,Australia,357,1175,99,1,99,Trousers,High-Waisted,XS,blue,98,51,"A blue coloured, XS sized, High-Waisted Trousers",2 days,2021,6,13,Sunday,2021,6,15,Tuesday,2
358,81,736,30150,2021-06-13,2021-06-15,Delia Mably,Female,55,18 Eve LaneApt. 011,2962,Doylebury,Victoria,Australia,358,142,91,1,91,Shirt,Linen,M,red,116,78,"A red coloured, M sized, Linen Shirt",2 days,2021,6,13,Sunday,2021,6,15,Tuesday,2
359,81,736,30150,2021-06-13,2021-06-15,Delia Mably,Female,55,18 Eve LaneApt. 011,2962,Doylebury,Victoria,Australia,359,143,91,3,273,Shirt,Linen,L,red,116,80,"A red coloured, L sized, Linen Shirt",2 days,2021,6,13,Sunday,2021,6,15,Tuesday,2
360,81,736,30150,2021-06-13,2021-06-15,Delia Mably,Female,55,18 Eve LaneApt. 011,2962,Doylebury,Victoria,Australia,360,626,112,1,112,Jacket,Cardigan,S,violet,118,49,"A violet coloured, S sized, Cardigan Jacket",2 days,2021,6,13,Sunday,2021,6,15,Tuesday,2
361,82,927,32502,2021-02-02,2021-02-27,Joby Law,Male,61,868 Eliza CrescentSuite 085,1341,Ryanfurt,Victoria,Australia,361,599,112,2,224,Jacket,Cardigan,XL,red,118,54,"A red coloured, XL sized, Cardigan Jacket",25 days,2021,2,2,Tuesday,2021,2,27,Saturday,25
362,82,927,32502,2021-02-02,2021-02-27,Joby Law,Male,61,868 Eliza CrescentSuite 085,1341,Ryanfurt,Victoria,Australia,362,528,98,3,294,Jacket,Leather,L,red,113,76,"A red coloured, L sized, Leather Jacket",25 days,2021,2,2,Tuesday,2021,2,27,Saturday,25
363,82,927,32502,2021-02-02,2021-02-27,Joby Law,Male,61,868 Eliza CrescentSuite 085,1341,Ryanfurt,Victoria,Australia,363,757,109,1,109,Jacket,Peacoat,M,blue,102,71,"A blue coloured, M sized, Peacoat Jacket",25 days,2021,2,2,Tuesday,2021,2,27,Saturday,25
364,82,927,32502,2021-02-02,2021-02-27,Joby Law,Male,61,868 Eliza CrescentSuite 085,1341,Ryanfurt,Victoria,Australia,364,1042,90,3,270,Trousers,Relaxed Leg,M,indigo,95,45,"A indigo coloured, M sized, Relaxed Leg Trousers",25 days,2021,2,2,Tuesday,2021,2,27,Saturday,25
365,82,927,32502,2021-02-02,2021-02-27,Joby Law,Male,61,868 Eliza CrescentSuite 085,1341,Ryanfurt,Victoria,Australia,365,676,113,2,226,Jacket,Parka,S,yellow,119,80,"A yellow coloured, S sized, Parka Jacket",25 days,2021,2,2,Tuesday,2021,2,27,Saturday,25
366,82,927,32502,2021-02-02,2021-02-27,Joby Law,Male,61,868 Eliza CrescentSuite 085,1341,Ryanfurt,Victoria,Australia,366,239,106,3,318,Shirt,Chambray,XL,indigo,105,61,"A indigo coloured, XL sized, Chambray Shirt",25 days,2021,2,2,Tuesday,2021,2,27,Saturday,25
367,83,537,39729,2021-06-25,2021-07-01,Beverly Burbridge,Non-binary,45,155 Hayes AvenueApt. 699,7342,Krisland,Western Australia,Australia,367,588,100,1,100,Jacket,Bomber,L,indigo,90,51,"A indigo coloured, L sized, Bomber Jacket",6 days,2021,6,25,Friday,2021,7,1,Thursday,6
368,83,537,39729,2021-06-25,2021-07-01,Beverly Burbridge,Non-binary,45,155 Hayes AvenueApt. 699,7342,Krisland,Western Australia,Australia,368,88,118,1,118,Shirt,Flannel,L,green,96,72,"A green coloured, L sized, Flannel Shirt",6 days,2021,6,25,Friday,2021,7,1,Thursday,6
369,83,537,39729,2021-06-25,2021-07-01,Beverly Burbridge,Non-binary,45,155 Hayes AvenueApt. 699,7342,Krisland,Western Australia,Australia,369,260,95,2,190,Shirt,Polo,XS,green,117,45,"A green coloured, XS sized, Polo Shirt",6 days,2021,6,25,Friday,2021,7,1,Thursday,6
370,84,181,43438,2021-08-26,2021-09-20,Puff Newbury,Polygender,27,35 Fahey CircuitSuite 014,1017,Port Joshuaside,Northern Territory,Australia,370,1074,93,1,93,Trousers,Joggers,XL,blue,94,52,"A blue coloured, XL sized, Joggers Trousers",25 days,2021,8,26,Thursday,2021,9,20,Monday,25
371,84,181,43438,2021-08-26,2021-09-20,Puff Newbury,Polygender,27,35 Fahey CircuitSuite 014,1017,Port Joshuaside,Northern Territory,Australia,371,371,94,3,282,Shirt,Henley,S,blue,92,75,"A blue coloured, S sized, Henley Shirt",25 days,2021,8,26,Thursday,2021,9,20,Monday,25
